"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","notes.g","year.g","name.g","totalcores.g","computer.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processortechnology.g","processorspeedmhz.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t","rmax"
"360",2014-11-01,429,-4.374,360,415,180600,1000,180.6,"Submission","",2008,"Magic Cube",30720,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008","Shanghai Supercomputer Center","Dawning","China","Research",0,"233472",0,0,"Cluster","Opteron Quad Core 4C 1.9GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia",293,32,11,"Magic Cube","Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008","Shanghai Supercomputer Center","Dawning","China",2008,"Research",30720,0,"180600",233472,0,0,NA,NA,"Cluster","Opteron Quad Core 4C 1.9GHz","AMD x86_64",1900,"Windows HPC 2008","Windows","None",4,"Opteron Quad Core","Dawning 5000A","Dawning Cluster","Infiniband","Infiniband DDR","Eastern Asia","Asia",180600
"388",2014-11-01,430,-4.377,388,394,170698,903.6,188.9088092,"Derived","",2012,"",16064,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,"334131",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",321,40,148,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,"170698",334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",170698
"389",2014-11-01,431,-4.377,389,395,170698,903.6,188.9088092,"Derived","",2012,"",16064,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,"334131",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",320,40,147,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2012,"Industry",16064,0,"170698",334131,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",170698
"116",2014-11-01,432,-4.379,116,490,426750.8,5674.8,75.20102911,"Derived","",2013,"",75664,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States","Industry",0,"1089562",0,0,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",88,42,72,"","Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet","Software Company (M)","Hewlett-Packard","United States",2013,"Industry",75664,0,"426,750.8",1089562,0,0,NA,NA,"Cluster","Xeon E5-2450L 8C 1.8GHz","Intel SandyBridge",1800,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360e Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",426750.8
"281",2014-11-01,433,-4.382,281,431,214200,1442.64,148.4777907,"Derived","",2010,"Tup",31104,"Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect","INPE (National Institute for Space Research)","Cray Inc.","Brazil","Research",0,"261,273.6",1491840,0,"MPP","Opteron 6172 12C 2.1GHz","AMD x86_64",2100,"Cray Linux Environment ","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","South America","Americas",231,36,29,"Tup","Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect","INPE (National Institute for Space Research)","Cray Inc.","Brazil",2010,"Research",31104,0,"214200",261273.6,1491840,0,NA,NA,"MPP","Opteron 6172 12C 2.1GHz","AMD x86_64",2100,"Cray Linux Environment ","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","South America","Americas",214200
"463",2014-11-01,434,-4.385,463,378,160007,813.6,196.6654376,"Derived","",2014,"",10848,"Cluster Platform DL360p Gen8, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","China","Industry",0,"225,638.4",0,0,"Cluster","Intel Xeon E5-2630v2 6C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",6,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","Eastern Asia","Asia",NA,44,463,"","Cluster Platform DL360p Gen8, Intel Xeon E5-2630v2 6C 2.6GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","China",2014,"Industry",10848,0,"160007",225638.4,0,0,NA,NA,"Cluster","Intel Xeon E5-2630v2 6C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",6,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","Eastern Asia","Asia",160007
"396",2014-11-01,435,-4.389,396,408,168600,916.29,184.0028812,"Submission","",2013,"",44112,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,"917,529.6",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",427,41,277,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",44112,0,"168600",917529.6,0,0,916.29,184,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600
"397",2014-11-01,436,-4.389,397,409,168600,916.29,184.0028812,"Submission","",2013,"",44112,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,"917,529.6",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",426,41,279,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",44112,0,"168600",917529.6,0,0,916.29,184,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600
"217",2014-11-01,437,-4.391,217,462,259298.7,2179.8,118.9552711,"Derived","",2013,"",29064,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","IT Service Provider (B)","Hewlett-Packard","United States","Industry",0,"534778",0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",181,42,149,"","Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","IT Service Provider (B)","Hewlett-Packard","United States",2013,"Industry",29064,0,"259,298.7",534778,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",259298.7
"395",2014-11-01,438,-4.391,395,411,168600,920.28,183.2051115,"Submission","",2013,"",44304,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China","Industry",0,"921,523.2",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",395,42,352,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Internet Service","IBM","China",2013,"Industry",44304,0,"168600",921523.2,0,0,920.28,183.21,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600
"422",2014-11-01,439,-4.393,422,402,164790.72,887.1,185.7634089,"Submission","",2013,"",29244,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","E-Commerce","IBM","United States","Industry",0,"295,949.28",0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",344,42,432,"","xSeries x3650M3 Cluster, Xeon E5649 6C 2.53GHz, Gigabit Ethernet","E-Commerce","IBM","United States",2013,"Industry",29244,0,"164,790.72",295949.28,0,0,887.1,185.76,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","xSeries x3650M3 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",164790.72
"486",2014-11-01,440,-4.393,486,381,156338.18,797.6,196.0107573,"Submission","",2013,"",27744,"iDataPlex DX360M3, Xeon E5645 6C 2.4GHz, Gigabit Ethernet","Digital Media","IBM","United States","Industry",0,"266,342.4",0,0,"Cluster","Xeon E5645 6C 2.4GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",409,42,436,"","iDataPlex DX360M3, Xeon E5645 6C 2.4GHz, Gigabit Ethernet","Digital Media","IBM","United States",2013,"Industry",27744,0,"156,338.18",266342.4,0,0,797.6,196.01,"Cluster","Xeon E5645 6C 2.4GHz","Intel Nehalem",2400,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","iDataPlex DX360M3","IBM iDataPlex","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",156338.18
"449",2014-11-01,441,-4.394,449,396,161517,855,188.9087719,"Derived","",2013,"",15200,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,"316160",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",370,41,214,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2013,"Industry",15200,0,"161517",316160,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",161517
"493",2014-11-01,442,-4.396,493,379,154455,787.2,196.2080793,"Derived","",2014,"",10496,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","Banking (M)","Hewlett-Packard","United States","Industry",0,"218,316.8",0,0,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,44,493,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2650v2  8C 2.6GHz, 10G Ethernet","Banking (M)","Hewlett-Packard","United States",2014,"Industry",10496,0,"154455",218316.8,0,0,NA,NA,"Cluster","Intel Xeon E5-2650v2  8C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",154455
"323",2014-11-01,443,-4.4,323,428,193247,1247.4,154.9198333,"Derived","",2014,"",16632,"Cluster Platform DL360p Gen8, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","Internet Service","Hewlett-Packard","China","Industry",0,"279,417.6",0,0,"Cluster","Intel Xeon E5-2620v2 6C 2.1GHz","Intel IvyBridge",2100,"Linux","Linux","None",6,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","Eastern Asia","Asia",NA,44,323,"","Cluster Platform DL360p Gen8, Intel Xeon E5-2620v2 6C 2.1GHz, 10G Ethernet","Internet Service","Hewlett-Packard","China",2014,"Industry",16632,0,"193247",279417.6,0,0,NA,NA,"Cluster","Intel Xeon E5-2620v2 6C 2.1GHz","Intel IvyBridge",2100,"Linux","Linux","None",6,"Intel Xeon E5 (IvyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","10G","10G Ethernet","Eastern Asia","Asia",193247
"407",2014-11-01,444,-4.402,407,419,168600,956.07,176.3469202,"Submission","",2013,"",30240,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","IBM Development Engineering","IBM","United States","Industry",0,"306029",0,0,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",328,42,258,"","BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet","IBM Development Engineering","IBM","United States",2013,"Industry",30240,0,"168600",306029,0,0,956.07,176.35,"Cluster","Xeon E5649 6C 2.53GHz","Intel Nehalem",2530,"Linux","Linux","None",6,"Xeon 5600-series (Westmere-EP)","BladeCenter HS22 Cluster (WM)","IBM BladeCenter","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",168600
"460",2014-11-01,445,-4.402,460,403,160234,864,185.4560185,"Derived","",2014,"",11520,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","Web-Service Provider","Hewlett-Packard","United States","Industry",0,"230400",0,0,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",NA,44,460,"","Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, 10G Ethernet","Web-Service Provider","Hewlett-Packard","United States",2014,"Industry",11520,0,"160234",230400,0,0,NA,NA,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","10G","10G Ethernet","North America","Americas",160234
"399",2014-11-01,446,-4.404,399,420,168600,962.1,175.2416589,"Submission","",2014,"",40192,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Service Provider","IBM","China","Industry",0,"835,993.6",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",433,43,433,"","xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.6GHz, Gigabit Ethernet","Service Provider","IBM","China",2014,"Industry",40192,0,"168600",835993.6,0,0,962.1,175.24,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","xSeries x3650M4 Cluster","IBM xSeries","Gigabit Ethernet","Gigabit Ethernet","Eastern Asia","Asia",168600
"495",2014-11-01,447,-4.404,495,386,154248,805.5,191.4934823,"Derived","",2014,"",10740,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States","Industry",0,"240576",0,0,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,44,495,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, 10G Ethernet","IT Service Provider","Hewlett-Packard","United States",2014,"Industry",10740,0,"154248",240576,0,0,NA,NA,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",154248
"423",2014-11-01,448,-4.406,423,417,164559,921.6,178.5579427,"Derived","",2014,"",12288,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2695v2 12C 2.4GHz, 10G Ethernet","Financial Institution","Hewlett-Packard","United States","Industry",0,"235,929.6",0,0,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",NA,44,423,"","Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2695v2 12C 2.4GHz, 10G Ethernet","Financial Institution","Hewlett-Packard","United States",2014,"Industry",12288,0,"164559",235929.6,0,0,NA,NA,"Cluster","Intel Xeon E5-2695v2 12C 2.4GHz","Intel IvyBridge",2400,"Linux","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",164559
"235",2014-11-01,449,-4.407,235,461,244182.9,2036.7,119.891442,"Derived","",2013,"",27156,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","Logistic Services","Hewlett-Packard","United States","Industry",0,"499670",0,0,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",194,42,160,"","Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet","Logistic Services","Hewlett-Packard","United States",2013,"Industry",27156,0,"244,182.9",499670,0,0,NA,NA,"Cluster","Xeon E5-2630 6C 2.3GHz","Intel SandyBridge",2300,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL380p Gen8 ","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",244182.9
"491",2014-11-01,450,-4.408,491,397,154716,819,188.9084249,"Derived","",2013,"",14560,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States","Industry",0,"302848",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",415,41,234,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",14560,0,"154716",302848,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",154716
"492",2014-11-01,451,-4.408,492,398,154716,819,188.9084249,"Derived","",2013,"",14560,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States","Industry",0,"302848",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",414,41,233,"","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet","Service Provider","Hewlett-Packard","United States",2013,"Industry",14560,0,"154716",302848,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform 3000 BL460c Gen8","HP Cluster Platform 3000BL","10G","10G Ethernet","North America","Americas",154716
"186",2014-11-01,452,-4.411,186,485,291792.5,2944.8,99.08737435,"Derived","",2013,"",39264,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States","Industry",0,"628224",0,0,"Cluster","Xeon E5-2620 6C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",153,42,124,"","Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet","IT Services Provider ","Hewlett-Packard","United States",2013,"Industry",39264,0,"291,792.5",628224,0,0,NA,NA,"Cluster","Xeon E5-2620 6C 2GHz","Intel SandyBridge",2000,"Linux","Linux","None",6,"Intel Xeon E5 (SandyBridge)","Cluster Platform DL360p Gen8","HP Cluster Platform 3000","Gigabit Ethernet","Gigabit Ethernet","North America","Americas",291792.5
"250",2014-11-01,453,-4.418,250,460,234232,1944,120.4897119,"Derived","",2013,"",13264,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Manufacturing Company","Hewlett-Packard","United States","Industry",0,"275891",0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",208,41,133,"","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Manufacturing Company","Hewlett-Packard","United States",2013,"Industry",13264,0,"234232",275891,0,0,NA,NA,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL230s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",234232
