"","top500rank","green500rank.g","rmax.g","power.g","mflopswatt.g","how.g","year.g","name.g","totalcores.g","manufacturer.g","site.g","country.g","rpeak.g","segment.g","acceleratorcoprocessorcores.g","nmax.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","os.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax.t","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"11",11,6,2831000,922.537226,3068.710855,"Submission",2013,"Cluster Platform SL390s G7, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA K20x",74358,"NEC/HP","GSIC Center, Tokyo Institute of Technology","Japan",5605469,"Academic",57834,1760000,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"SUSE Linux Enterprise Server 11","Linux","NVIDIA K20x",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390s G7","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","Eastern Asia","Asia",NA,42,11,"TSUBAME 2.5","Cluster Platform SL390s G7, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA K20x","GSIC Center, Tokyo Institute of Technology","NEC/HP","Japan",2013,"Academic",74358,57834,2843000,5609402,1760000,0,1399,2033,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"SUSE Linux Enterprise Server 11","Linux","NVIDIA K20x",6,"Xeon 5600-series (Westmere-EP)","Cluster Platform SL390s G7","HP Cluster Platform 3000SL","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"12",12,171,2566000,4040,635.1485149,"Top500",2010,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",186368,"NUDT","National Supercomputing Center in Tianjin","China",4701000,"Research",100352,3600000,"MPP","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","NUDT YH MPP","NUDT MPP","Proprietary Network","Proprietary","Eastern Asia","Asia",10,36,1,"Tianhe-1A","NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050","National Supercomputing Center in Tianjin","NUDT","China",2010,"Research",186368,100352,2566000,4701000,3600000,1000000,4040,635,"MPP","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","NUDT YH MPP","NUDT MPP","Proprietary Network","Proprietary","Eastern Asia","Asia"
"13",13,42,2345780,1307.6,1793.958397,"Submission",2013,"Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",194616,"Atipa Technology","DOE/SC/Pacific Northwest National Laboratory","United States",3388032,"Research",171720,4096000,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Atipa Visione IF442 Blade Server","Atipa Cluster","Infiniband","Infiniband FDR","North America","Americas",NA,42,13,"cascade","Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","DOE/SC/Pacific Northwest National Laboratory","Atipa Technology","United States",2013,"Research",194616,171720,2345780,3388032,4096000,1228800,1384,1695,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Atipa Visione IF442 Blade Server","Atipa Cluster","Infiniband","Infiniband FDR","North America","Americas"
"14",14,63,2098090,2118,990.5996223,"Top500",2013,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",110400,"SGI","Total Exploration Production","France",2296320,"Industry",0,3862528,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe",11,41,11,"Pangea","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Total Exploration Production","SGI","France",2013,"Industry",110400,0,2098090,2296320,3862528,0,2118,991,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"SUSE Linux Enterprise Server 11","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Western Europe","Europe"
"15",15,31,1788878,821.88,2176.568355,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",163840,"IBM","CINECA","Italy",2097152,"Academic",0,0,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Southern Europe","Europe",12,39,7,"Fermi","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","CINECA","IBM","Italy",2012,"Academic",163840,0,1788878,2097152,0,0,822,2177,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Southern Europe","Europe"
"16",16,137,1541290,2015.14,764.8550473,"Top500",2011,"SGI ICE X, Intel Xeon E5-2670/E5-2680v2  2.6/2.8GHz, Infiniband FDR",96192,"SGI","NASA/Ames Research Center/NAS","United States",2107000,"Research",0,3694336,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",19,37,7,"Pleiades","SGI ICE X, Intel Xeon E5-2670/E5-2680v2  2.6/2.8GHz, Infiniband FDR","NASA/Ames Research Center/NAS","SGI","United States",2011,"Research",96192,0,1541290,2107000,3694336,0,2015,765,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas"
"17",17,200,1515000,3575.63,423.7015575,"Submission",2013,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",63360,"IBM","IBM Development Engineering","United States",1944391.68,"Vendor",0,0,"MPP","POWER7 8C 3.836GHz","Power",3836,"Linux","Linux","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas",NA,42,17,"","Power 775, POWER7 8C 3.836GHz, Custom Interconnect","IBM Development Engineering","IBM","United States",2013,"Vendor",63360,0,1515000,1944392,0,0,3576,424,"MPP","POWER7 8C 3.836GHz","Power",3836,"Linux","Linux","None",8,"POWER7","Power 775","IBM pSeries","Custom Interconnect","Custom Interconnect","North America","Americas"
"18",18,100,1415470,1606,881.3636364,"Top500",2012,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",73584,"SGI","Air Force Research Laboratory","United States",1530547.2,"Government",0,3128832,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Redhat Enterprise Linux 6","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",14,40,69,"Spirit","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Air Force Research Laboratory","SGI","United States",2012,"Government",73584,0,1415470,1530547,3128832,0,1606,881,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Redhat Enterprise Linux 6","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas"
"19",19,169,1367550,2133.376,641.026242,"Derived",2013,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ",76192,"Cray Inc.","EPSRC","United Kingdom",1645747,"Research",0,3369576,"MPP","Intel Xeon E5-2697v2 12C 2.700GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe",NA,42,19,"ARCHER","Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ","EPSRC","Cray Inc.","United Kingdom",2013,"Research",76192,0,1367550,1645747,3369576,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.700GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe"
"20",20,170,1359000,2132,637.4296435,"Submission",2012,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",77184,"Bull SA","CEA/TGCC-GENCI","France",1667174,"Research",0,5757528,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",15,39,9,"Curie thin nodes","Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","CEA/TGCC-GENCI","Bull SA","France",2012,"Research",77184,0,1359000,1667174,5757528,0,2251,604,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"21",21,184,1271000,2580,492.6356589,"Top500",2010,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050",120640,"Dawning","National Supercomputing Centre in Shenzhen (NSCS)","China",2984300,"Research",64960,2359296,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Dawning TC3600 Blade System","Dawning Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia",16,35,2,"Nebulae","Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050","National Supercomputing Centre in Shenzhen (NSCS)","Dawning","China",2010,"Research",120640,64960,1271000,2984300,2359296,0,2580,493,"Cluster","Xeon X5650 6C 2.660GHz","Intel Nehalem",2660,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","Dawning TC3600 Blade System","Dawning Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"22",22,101,1257615,1436.72,875.3375745,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",72288,"IBM","NCAR (National Center for Atmospheric Research)","United States",1503590,"Research",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",17,40,13,"Yellowstone","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","NCAR (National Center for Atmospheric Research)","IBM","United States",2012,"Research",72288,0,1257615,1503590,0,0,1437,875,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"23",23,25,1252214,575.31,2176.590012,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",114688,"IBM","Science and Technology Facilities Council - Daresbury Laboratory","United Kingdom",1468006,"Research",0,0,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",18,39,13,"Blue Joule","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Science and Technology Facilities Council - Daresbury Laboratory","IBM","United Kingdom",2012,"Research",114688,0,1252214,1468006,0,0,575,2177,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe"
"24",24,181,1237000,2200,562.2727273,"Top500",2011,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",70560,"Bull SA","International Fusion Energy Research Centre (IFERC), EU(F4E) - Japan Broader Approach collaboration","Japan",1524096,"Academic",0,4870152,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Eastern Asia","Asia",20,38,28,"Helios","Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","International Fusion Energy Research Centre (IFERC), EU(F4E) - Japan Broader Approach collaboration","Bull SA","Japan",2011,"Academic",70560,0,1237000,1524096,4870152,0,2200,562,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"25",25,335,1167000,5569,209.552882,"Derived",2010,"Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect",150528,"Cray Inc.","ERDC DSRC","United States",1505280,"Research",0,5685504,"MPP","Opteron 16C 2.500GHz","AMD x86_64",2500,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas",88,36,44,"Garnet","Cray XE6, Opteron 16C 2.500GHz, Cray Gemini interconnect","ERDC DSRC","Cray Inc.","United States",2010,"Research",150528,0,1167000,1505280,5685504,0,NA,NA,"MPP","Opteron 16C 2.500GHz","AMD x86_64",2500,"Linux","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas"
"26",26,228,1110000,3980,278.8944724,"Top500",2011,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom",142272,"Cray Inc.","DOE/NNSA/LANL/SNL","United States",1365811.2,"Research",0,0,"MPP","Opteron 6136 8C 2.400GHz","AMD x86_64",2400,"Linux","Linux","None",8,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas",22,37,6,"Cielo","Cray XE6, Opteron 6136 8C 2.40GHz, Custom","DOE/NNSA/LANL/SNL","Cray Inc.","United States",2011,"Research",142272,0,1110000,1365811,0,0,3980,279,"MPP","Opteron 6136 8C 2.400GHz","AMD x86_64",2400,"Linux","Linux","None",8,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas"
"27",27,22,1073327,493.12,2176.604072,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",98304,"IBM","University of Edinburgh","United Kingdom",1258291,"Academic",0,0,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe",23,39,20,"DiRAC","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","University of Edinburgh","IBM","United Kingdom",2012,"Academic",98304,0,1073327,1258291,0,0,493,2177,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Northern Europe","Europe"
"28",28,211,1054000,2910,362.1993127,"Top500",2010,"Cray XE6, Opteron 6172 12C 2.10GHz, Custom",153408,"Cray Inc.","DOE/SC/LBNL/NERSC","United States",1288627.2,"Research",0,4537344,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas",24,36,5,"Hopper","Cray XE6, Opteron 6172 12C 2.10GHz, Custom","DOE/SC/LBNL/NERSC","Cray Inc.","United States",2010,"Research",153408,0,1054000,1288627,4537344,0,2910,362,"MPP","Opteron 6172 12C 2.100GHz","AMD x86_64",2100,"Linux","Linux","None",12,"Opteron 6100-series ""Magny-Cours"" ","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","North America","Americas"
"29",29,317,1050000,4590,228.7581699,"Top500",2010,"Bull bullx super-node S6010/S6030",138368,"Bull SA","Commissariat a l'Energie Atomique (CEA)","France",1254550,"Research",0,4926336,"Cluster","Xeon X7560 8C 2.260GHz","Intel Nehalem",2260,"Linux","Linux","None",8,"Xeon 5500-series (Nehalem-EX)","bullx super-node S6010/S6030","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",25,36,6,"Tera-100","Bull bullx super-node S6010/S6030","Commissariat a l'Energie Atomique (CEA)","Bull SA","France",2010,"Research",138368,0,1050000,1254550,4926336,0,4590,229,"Cluster","Xeon X7560 8C 2.260GHz","Intel Nehalem",2260,"Linux","Linux","None",8,"Xeon 5500-series (Nehalem-EX)","bullx super-node S6010/S6030","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"30",30,99,1043000,1176.8,886.3018355,"Top500",2012,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect",76800,"Fujitsu","Information Technology Center, The University of Tokyo","Japan",1135411,"Academic",0,4058880,"Cluster","SPARC64 IXfx 16C 1.848GHz","Sparc",1848,"Linux","Linux","None",16,"SPARC64 IXfx","PRIMEHPC FX10","Fujitsu Cluster","Custom Interconnect","Tofu interconnect","Eastern Asia","Asia",26,39,18,"Oakleaf-FX","PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","Information Technology Center, The University of Tokyo","Fujitsu","Japan",2012,"Academic",76800,0,1043000,1135411,4058880,0,1177,886,"Cluster","SPARC64 IXfx 16C 1.848GHz","Sparc",1848,"Linux","Linux","None",16,"SPARC64 IXfx","PRIMEHPC FX10","Fujitsu Cluster","Custom Interconnect","Tofu interconnect","Eastern Asia","Asia"
"31",31,126,1033110,1260,819.9285714,"Submission",2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR",60000,"IBM","Max-Planck-Gesellschaft MPI/IPP","Germany",1344000,"Research",0,2880000,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",NA,42,31,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany",2013,"Research",60000,0,1033110,1344000,2880000,0,1260,820,"Cluster","Intel Xeon E5-2680v2  10C 2.800GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe"
"32",32,175,978600,1605.12,609.6740431,"Derived",2012,"Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",53504,"Fujitsu","National Computational Infrastructure, Australian National University","Australia",1112883,"Research",0,3290496,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Fujitsu PRIMERGY CX250 S1","Fujitsu Cluster","Infiniband","Infiniband FDR","Australia and New Zealand","Oceania",27,40,24,"","Fujitsu PRIMERGY CX250 S1, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","National Computational Infrastructure, Australian National University","Fujitsu","Australia",2012,"Research",53504,0,978600,1112883,3290496,561792,NA,NA,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Fujitsu PRIMERGY CX250 S1","Fujitsu Cluster","Infiniband","Infiniband FDR","Australia and New Zealand","Oceania"
"33",33,39,976763,510,1915.221569,"Top500",2013,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",77520,"Hewlett-Packard","Purdue University","United States",1341096,"Academic",68400,1793088,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",28,41,28,"Conte","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P","Purdue University","Hewlett-Packard","United States",2013,"Academic",77520,68400,976763,1341096,1793088,0,510,1915,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","Intel Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas"
"34",34,75,925058,1015.6,910.8487594,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",48896,"IBM","Barcelona Supercomputing Center","Spain",1017036.8,"Academic",0,0,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Southern Europe","Europe",29,40,36,"MareNostrum","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Barcelona Supercomputing Center","IBM","Spain",2012,"Academic",48896,0,925058,1017037,0,0,1016,911,"Cluster","Xeon E5-2670 8C 2.600GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Southern Europe","Europe"
"35",35,226,919100,3090,297.4433657,"Top500",2011,"Cray XT5-HE Opteron Six Core 2.6 GHz",112800,"Cray Inc.","National Institute for Computational Sciences/University of Tennessee","United States",1173000,"Academic",0,3844936,"MPP","Opteron Six Core 6C 2.600GHz","AMD x86_64",2600,"Linux","Linux","None",6,"Opteron Six Core","Cray XT5-HE","Cray XT","Proprietary Network","Proprietary","North America","Americas",30,37,11,"Kraken XT5","Cray XT5-HE Opteron Six Core 2.6 GHz","National Institute for Computational Sciences/University of Tennessee","Cray Inc.","United States",2011,"Academic",112800,0,919100,1173000,3844936,0,3090,297,"MPP","Opteron Six Core 6C 2.600GHz","AMD x86_64",2600,"Linux","Linux","None",6,"Opteron Six Core","Cray XT5-HE","Cray XT","Proprietary Network","Proprietary","North America","Americas"
"36",36,498,905370,19431.3,46.59338284,"Derived",2013,"HA8000-tc HT210/PRIMERGY CX400 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, NVIDIA K20/K20x, Xeon Phi 5110P",222072,"Hitachi/Fujitsu","Research Institute for Information Technology, Kyushu University","Japan",1502236.2,"Academic",157128,2880000,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Redhat Enterprise Linux 6","Linux","NVIDIA K20/K20x, Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","HA8000-tc HT210/PRIMERGY CX400 Cluster","Quartetto Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,42,36,"","HA8000-tc HT210/PRIMERGY CX400 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, NVIDIA K20/K20x, Xeon Phi 5110P","Research Institute for Information Technology, Kyushu University","Hitachi/Fujitsu","Japan",2013,"Academic",222072,157128,905370,1502236,2880000,0,NA,NA,"Cluster","Xeon E5-2680 8C 2.700GHz","Intel SandyBridge",2700,"Redhat Enterprise Linux 6","Linux","NVIDIA K20/K20x, Xeon Phi 5110P",8,"Intel Xeon E5 (SandyBridge)","HA8000-tc HT210/PRIMERGY CX400 Cluster","Quartetto Cluster","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"37",37,220,901900,2800,322.1071429,"Top500",2011,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR",78660,"T-Platforms","Moscow State University - Research Computing Center","Russia",1700210,"Academic",29820,2150399,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","T-Platforms T-Blade2","T-Platforms Cluster","Infiniband","Infiniband","Eastern Europe","Europe",31,37,13,"Lomonosov","T-Platforms T-Blade2/1.1, Xeon X5570/X5670/E5630 2.93/2.53 GHz, Nvidia 2070 GPU, PowerXCell 8i Infiniband QDR","Moscow State University - Research Computing Center","T-Platforms","Russia",2011,"Academic",78660,29820,901900,1700210,2150399,0,2800,322,"Cluster","Xeon X5670 6C 2.930GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2070",6,"Xeon 5600-series (Westmere-EP)","T-Platforms T-Blade2","T-Platforms Cluster","Infiniband","Infiniband","Eastern Europe","Europe"
"38",38,21,894439,410.9,2176.780239,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",81920,"IBM","Rensselaer Polytechnic Institute","United States",1048576,"Academic",0,0,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",76,39,102,"","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Rensselaer Polytechnic Institute","IBM","United States",2012,"Academic",81920,0,894439,1048576,0,0,411,2177,"MPP","Power BQC 16C 1.600GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"39",39,195,831400,1850,449.4054054,"Submission",2011,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect",113472,"Cray Inc.","HWW/Universitaet Stuttgart","Germany",1043942.4,"Industry",0,3555552,"MPP","Opteron 6276 16C 2.300GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe",32,38,12,"HERMIT","Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect","HWW/Universitaet Stuttgart","Cray Inc.","Germany",2011,"Industry",113472,0,831400,1043942,3555552,0,NA,NA,"MPP","Opteron 6276 16C 2.300GHz","AMD x86_64",2300,"Cray Linux Environment ","Linux","None",16,"Opteron 6200 Series ""Interlagos""","Cray XE6","Cray XE","Cray Interconnect","Cray Gemini interconnect","Western Europe","Europe"
