"","date","ExaRank","exascalar","top500rank","green500rank.g","rmax.g","power.g","mflopswatt","how.g","year.g","computer.g","name.g","totalcores.g","site.g","manufacturer.g","country.g","segment.g","acceleratorcoprocessorcores.g","rpeak.g","nmax.g","nhalf.g","architecture.g","processor.g","processorfamily.g","procfrequency.g","oatingsystem.g","osfamily.g","acceleratorcoprocessor.g","coressocket.g","processorgeneration.g","systemmodel.g","systemfamily.g","interconnectfamily.g","interconnect.g","region.g","continent.g","previoustop500rank","firstappearance.t","firsttop500rank","name.t","computer.t","site.t","manufacturer.t","country.t","year.t","segment.t","totalcores.t","acceleratorcoprocessorcores.t","rmax","rpeak.t","nmax.t","nhalf.t","power.t","mflopswatt.t","architecture.t","processor.t","processortechnology.t","processorspeedmhz.t","oatingsystem.t","osfamily.t","acceleratorcoprocessor.t","coressocket.t","processorgeneration.t","systemmodel.t","systemfamily.t","interconnectfamily.t","interconnect.t","region.t","continent.t"
"14",2014-06-01,21,-3.173,14,187,2566000,4040,635.15,"Top500",2010,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050","Tianhe-1A",186368,"National Supercomputing Center in Tianjin","NUDT","China","Research",100352,4701000,3600000,1000000,"MPP","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","NUDT YH MPP","NUDT MPP","Proprietary Network","Proprietary","Eastern Asia","Asia",12,36,1,"Tianhe-1A","NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050","National Supercomputing Center in Tianjin","NUDT","China",2010,"Research",186368,100352,2566000,4701000,3600000,1000000,4040,635,"MPP","Xeon X5670 6C 2.93GHz","Intel Nehalem",2930,"Linux","Linux","NVIDIA 2050",6,"Xeon 5600-series (Westmere-EP)","NUDT YH MPP","NUDT MPP","Proprietary Network","Proprietary","Eastern Asia","Asia"
"10",2014-06-01,22,-3.186,10,205,3143520,6327.55,496.8,"Derived",2014,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect","",225984,"Government","Cray Inc.","United States","Government",0,4881254.4,2541684,0,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect","North America","Americas",NA,43,10,"","Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ","Government","Cray Inc.","United States",2014,"Government",225984,0,3143520,4881254,2541684,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","North America","Americas"
"54",2014-06-01,23,-3.186,54,25,715551,328,2181.56,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Cetus",65536,"DOE/SC/Argonne National Laboratory","IBM","United States","Research",0,838861,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas",217,39,100,"Cetus","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","DOE/SC/Argonne National Laboratory","IBM","United States",2012,"Research",65536,0,715551,838861,0,0,328,2182,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","North America","Americas"
"53",2014-06-01,24,-3.187,53,34,715551,328.75,2176.58,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","",65536,"CNRS/IDRIS-GENCI","IBM","France","Academic",0,838861,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",45,39,29,"","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","CNRS/IDRIS-GENCI","IBM","France",2012,"Academic",65536,0,715551,838861,0,0,329,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe"
"55",2014-06-01,25,-3.187,55,35,715551,328.75,2176.58,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Zumbrota",65536,"EDF R&D","IBM","France","Industry",0,838861,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",46,39,30,"Zumbrota","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","EDF R&D","IBM","France",2012,"Industry",65536,0,715551,838861,0,0,329,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe"
"56",2014-06-01,26,-3.187,56,28,715551,328.7,2176.91,"Submission",2013,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","EPFL Blue Brain IV",65536,"Swiss National Supercomputing Centre (CSCS)","IBM","Switzerland","Research",0,838861,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe",47,42,47,"EPFL Blue Brain IV","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","Swiss National Supercomputing Centre (CSCS)","IBM","Switzerland",2013,"Research",65536,0,715551,838861,0,0,329,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Western Europe","Europe"
"57",2014-06-01,27,-3.187,57,36,715551,328.75,2176.58,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Avoca",65536,"Victorian Life Sciences Computation Initiative","IBM","Australia","Research",0,838861,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Australia and New Zealand","Oceania",48,39,31,"Avoca","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","Victorian Life Sciences Computation Initiative","IBM","Australia",2012,"Research",65536,0,715551,838861,0,0,329,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Australia and New Zealand","Oceania"
"51",2014-06-01,28,-3.194,51,45,745997,365.8,2039.36,"Top500",2014,"Cray CS300 1027GR, Intel Xeon E5-2670v2 10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","COMA (PACS-IX)",55664,"Center for Computational Sciences, University of Tsukuba","Cray Inc.","Japan","Academic",47824,1113280,1638400,0,"Cluster","Intel Xeon E5-2670v2 10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","Intel Xeon Phi 7110P",10,"Intel Xeon E5 (IvyBridge)","Cray CS300 1027GR","Cray CS300","Infiniband","Infiniband FDR","Eastern Asia","Asia",NA,43,51,"COMA (PACS-IX)","Cray CS300 1027GR, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR, Intel Xeon Phi 7110P","Center for Computational Sciences, University of Tsukuba","Cray Inc.","Japan",2014,"Academic",55664,47824,745997,1113280,1638400,0,366,2039,"Cluster","Intel Xeon E5-2670v2  10C 2.5GHz","Intel IvyBridge",2500,"Linux","Linux","Intel Xeon Phi 7110P",10,"Intel Xeon E5 (IvyBridge)","Cray CS300 1027GR","Cray CS300","Infiniband","Infiniband FDR","Eastern Asia","Asia"
"50",2014-06-01,29,-3.201,50,46,758873,387.2,1959.9,"Top500",2011,"Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","Endeavor",51392,"Intel","Intel","United States","Industry",42944,933481.47,1564544,0,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 7110",12,"Intel Xeon E5 (IvyBridge)","Intel Cluster","Intel Cluster","Infiniband","Infiniband FDR","North America","Americas",43,35,112,"Endeavor","Intel Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Intel Xeon Phi 7110","Intel","Intel","United States",2011,"Industry",51392,42944,758873,933481,1564544,0,387,1960,"Cluster","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Linux","Linux","Intel Xeon Phi 7110",12,"Intel Xeon E5 (IvyBridge)","Intel Cluster","Intel Cluster","Infiniband","Infiniband FDR","North America","Americas"
"27",2014-06-01,30,-3.24,27,67,1283311.9,1260,1018.5,"Submission",2013,"iDataPlex DX360M4, Intel Xeon E5-2680v2 10C 2.800GHz, Infiniband FDR","",65320,"Max-Planck-Gesellschaft MPI/IPP","IBM","Germany","Research",0,1463168,0,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe",31,42,31,"","iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR","Max-Planck-Gesellschaft MPI/IPP","IBM","Germany",2013,"Research",65320,0,1283312,1463168,0,0,1260,1019,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Linux","Linux","None",10,"Intel Xeon E5 (IvyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Western Europe","Europe"
"70",2014-06-01,31,-3.254,70,17,421200,179.15,2351.1,"Submission",2012,"Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000","SANAM",38400,"King Abdulaziz City for Science and Technology","Adtech","Saudi Arabia","Research",33600,1098000,1904640,0,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","AMD FirePro S10000",8,"Intel Xeon E5 (SandyBridge)","Adtech ESC4000/FDR G2","Adtech Cluster","Infiniband","Infiniband FDR","Western Asia","Asia",59,40,52,"SANAM","Adtech, ASUS ESC4000/FDR G2, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, AMD FirePro S10000","King Abdulaziz City for Science and Technology","Adtech","Saudi Arabia",2012,"Research",38400,33600,532600,1098000,1904640,0,179,2973,"Cluster","Xeon E5-2650 8C 2GHz","Intel SandyBridge",2000,"Linux","Linux","AMD FirePro S10000",8,"Intel Xeon E5 (SandyBridge)","Adtech ESC4000/FDR G2","Adtech Cluster","Infiniband","Infiniband FDR","Western Asia","Asia"
"24",2014-06-01,32,-3.255,24,103,1415470,1606,881.36,"Top500",2012,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Spirit",73584,"Air Force Research Laboratory","SGI","United States","Government",0,1530547.2,3128832,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Enterprise Linux 6","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",18,40,69,"Spirit","SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Air Force Research Laboratory","SGI","United States",2012,"Government",73584,0,1415470,1530547,3128832,0,1606,881,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Redhat Enterprise Linux 6","Linux","None",8,"Intel Xeon E5 (SandyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas"
"71",2014-06-01,33,-3.269,71,23,531600,237,2243.04,"Top500",2013,"Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m","HPCC",10920,"University of Southern California","Hewlett-Packard","United States","Academic",6760,690352,1377280,0,"Cluster","Xeon E5-2665 8C 2.4GHz","Intel SandyBridge",2400,"Linux","Linux","Nvidia K20m",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas",60,41,53,"HPCC","Cluster Platform SL250s Gen8, Xeon E5-2665 8C 2.400GHz, Infiniband FDR, Nvidia K20m","University of Southern California","Hewlett-Packard","United States",2013,"Academic",10920,6760,531600,690352,1377280,0,237,2243,"Cluster","Xeon E5-2665 8C 2.4GHz","Intel SandyBridge",2400,"Linux","Linux","Nvidia K20m",8,"Intel Xeon E5 (SandyBridge)","Cluster Platform SL250s Gen8","HP Cluster Platform 3000SL","Infiniband","Infiniband FDR","North America","Americas"
"21",2014-06-01,34,-3.272,21,148,1541290,2015.14,764.86,"Top500",2011,"SGI ICE X, Intel Xeon E5-2670/E5-2680v2 2.6/2.8GHz, Infiniband FDR","Pleiades",96192,"NASA/Ames Research Center/NAS","SGI","United States","Research",0,2107000,3694336,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas",16,37,7,"Pleiades","SGI ICE X, Intel Xeon E5-2670/E5-2680v2  2.6/2.8GHz, Infiniband FDR","NASA/Ames Research Center/NAS","SGI","United States",2011,"Research",96192,0,1541290,2107000,3694336,0,2015,765,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","North America","Americas"
"68",2014-06-01,35,-3.275,68,32,536663,246.56,2176.6,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","HIMAWARI",49152,"High Energy Accelerator Research Organization /KEK","IBM","Japan","Research",0,629146,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia",57,40,42,"HIMAWARI","BlueGene/Q, Power BQC 16C 1.600GHz, Custom Interconnect","High Energy Accelerator Research Organization /KEK","IBM","Japan",2012,"Research",49152,0,536663,629146,0,0,247,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia"
"69",2014-06-01,36,-3.275,69,33,536663,246.56,2176.6,"Submission",2012,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom","SAKURA",49152,"High Energy Accelerator Research Organization /KEK","IBM","Japan","Research",0,629146,0,0,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia",58,39,36,"SAKURA","BlueGene/Q, Power BQC 16C 1.60GHz, Custom","High Energy Accelerator Research Organization /KEK","IBM","Japan",2012,"Research",49152,0,536663,629146,0,0,247,2177,"MPP","Power BQC 16C 1.6GHz","PowerPC",1600,"Linux","Linux","None",16,"Power BQC","BlueGene/Q","IBM BlueGene","Custom Interconnect","Custom Interconnect","Eastern Asia","Asia"
"29",2014-06-01,37,-3.293,29,104,1257615,1436.72,875.34,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Yellowstone",72288,"NCAR (National Center for Atmospheric Research)","IBM","United States","Research",0,1503590,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas",22,40,13,"Yellowstone","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","NCAR (National Center for Atmospheric Research)","IBM","United States",2012,"Research",72288,0,1257615,1503590,0,0,1437,875,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","North America","Americas"
"40",2014-06-01,38,-3.3,40,63,958734,855.1,1121.2,"Top500",2014,"SGI ICE X, Intel Xeon E5-2680v2 10C 2.8GHz, Infiniband FDR","Spruce A",44520,"AWE","SGI","United Kingdom","Research",0,997248,3175200,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe",NA,43,40,"Spruce A","SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","AWE","SGI","United Kingdom",2014,"Research",44520,0,958734,997248,3175200,0,855,1121,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe"
"19",2014-06-01,39,-3.312,19,181,1552000,2328.48,666.53,"Derived",2014,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect","",83160,"ECMWF","Cray Inc.","United Kingdom","Research",0,1796256,4307352,0,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect","Northern Europe","Europe",NA,43,19,"","Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ","ECMWF","Cray Inc.","United Kingdom",2014,"Research",83160,0,1552000,1796256,4307352,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe"
"20",2014-06-01,40,-3.312,20,182,1552000,2328.48,666.53,"Derived",2014,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect","",83160,"ECMWF","Cray Inc.","United Kingdom","Research",0,1796256,4307352,0,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect","Northern Europe","Europe",NA,43,20,"","Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ","ECMWF","Cray Inc.","United Kingdom",2014,"Research",83160,0,1552000,1796256,4307352,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe"
"165",2014-06-01,41,-3.331,165,3,277100,78.77,3517.84,"Submission",2013,"Cray 3623G4-SM Cluster, Intel Xeon E5-2680v2 10C 2.800GHz, Infiniband QDR, NVIDIA K20x","HA-PACS TCA",4864,"Center for Computational Sciences, University of Tsukuba","Cray Inc.","Japan","Academic",3584,364288,896960,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"CentOS","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","Cray 3623G4-SM Cluster","Cray Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia",134,42,134,"HA-PACS TCA","Cray 3623G4-SM Cluster, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband QDR, NVIDIA K20x","Center for Computational Sciences, University of Tsukuba","Cray Inc.","Japan",2013,"Academic",4864,3584,277100,364288,896960,0,93,2980,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"CentOS","Linux","NVIDIA K20x",10,"Intel Xeon E5 (IvyBridge)","Cray 3623G4-SM Cluster","Cray Cluster","Infiniband","Infiniband QDR","Eastern Asia","Asia"
"36",2014-06-01,42,-3.347,36,102,1043000,1176.8,886.3,"Top500",2012,"PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","Oakleaf-FX",76800,"Information Technology Center, The University of Tokyo","Fujitsu","Japan","Academic",0,1135411,4058880,0,"Cluster","SPARC64 IXfx 16C 1.85GHz","Sparc",1848,"Linux","Linux","None",16,"SPARC64 IXfx","PRIMEHPC FX10","Fujitsu Cluster","Custom Interconnect","Tofu interconnect","Eastern Asia","Asia",30,39,18,"Oakleaf-FX","PRIMEHPC FX10, SPARC64 IXfx 16C 1.848GHz, Tofu interconnect","Information Technology Center, The University of Tokyo","Fujitsu","Japan",2012,"Academic",76800,0,1043000,1135411,4058880,0,1177,886,"Cluster","SPARC64 IXfx 16C 1.85GHz","Sparc",1848,"Linux","Linux","None",16,"SPARC64 IXfx","PRIMEHPC FX10","Fujitsu Cluster","Custom Interconnect","Tofu interconnect","Eastern Asia","Asia"
"25",2014-06-01,43,-3.363,25,185,1367550,2133.38,641.03,"Derived",2013,"Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect","ARCHER",76192,"EPSRC/University of Edinburgh","Cray Inc.","United Kingdom","Research",0,1645747,3369576,0,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect","Northern Europe","Europe",19,42,19,"ARCHER","Cray XC30, Intel Xeon E5 v2 12C 2.700GHz, Aries interconnect ","EPSRC/University of Edinburgh","Cray Inc.","United Kingdom",2013,"Research",76192,0,1367550,1645747,3369576,0,NA,NA,"MPP","Intel Xeon E5-2697v2 12C 2.7GHz","Intel IvyBridge",2700,"Cray Linux Environment ","Linux","None",12,"Intel Xeon E5 (IvyBridge)","Cray XC30","Cray XC","Custom Interconnect","Aries interconnect ","Northern Europe","Europe"
"201",2014-06-01,44,-3.365,201,2,191100,52.62,3631.86,"Submission",2013,"Dell T620 Cluster, Intel Xeon E5-2630v2 6C 2.600GHz, Infiniband FDR, NVIDIA K20","Wilkes",5120,"Cambridge University","Dell","United Kingdom","Academic",3584,367565,845824,0,"Cluster","Intel Xeon E5-2630v2 6C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","NVIDIA K20",6,"Intel Xeon E5 (IvyBridge)","Dell T620 Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe",166,42,166,"Wilkes","Dell T620 Cluster, Intel Xeon E5-2630v2 6C 2.600GHz, Infiniband FDR, NVIDIA K20","Cambridge University","Dell","United Kingdom",2013,"Academic",5120,3584,239900,367565,845824,0,NA,NA,"Cluster","Intel Xeon E5-2630v2 6C 2.6GHz","Intel IvyBridge",2600,"Linux","Linux","NVIDIA K20",6,"Intel Xeon E5 (IvyBridge)","Dell T620 Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","Northern Europe","Europe"
"26",2014-06-01,45,-3.367,26,186,1359000,2132,637.43,"Submission",2012,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","Curie thin nodes",77184,"CEA/TGCC-GENCI","Bull SA","France","Research",0,1667174,5757528,0,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe",20,39,9,"Curie thin nodes","Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR","CEA/TGCC-GENCI","Bull SA","France",2012,"Research",77184,0,1359000,1667174,5757528,0,2251,604,"Cluster","Xeon E5-2680 8C 2.7GHz","Intel SandyBridge",2700,"bullx SUperCOmputer Suite A.E.2.1","Linux","None",8,"Intel Xeon E5 (SandyBridge)","Bullx B510","Bull Bullx","Infiniband","Infiniband QDR","Western Europe","Europe"
"49",2014-06-01,46,-3.369,49,62,767504,684.5,1121.26,"Top500",2014,"SGI ICE X, Intel Xeon E5-2680v2 10C 2.8GHz, Infiniband FDR","Spruce B",35640,"AWE","SGI","United Kingdom","Research",0,798336,0,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe",NA,43,49,"Spruce B","SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR","AWE","SGI","United Kingdom",2014,"Research",35640,0,767504,798336,0,0,685,1121,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"SUSE Linux Enterprise Server 11","Linux","None",10,"Intel Xeon E5 (IvyBridge)","SGI ICE X","SGI ICE","Infiniband","Infiniband FDR","Northern Europe","Europe"
"41",2014-06-01,47,-3.375,41,89,925058,1015.6,910.85,"Submission",2012,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","MareNostrum",48896,"Barcelona Supercomputing Center","IBM","Spain","Academic",0,1017036.8,0,0,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Southern Europe","Europe",34,40,36,"MareNostrum","iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR","Barcelona Supercomputing Center","IBM","Spain",2012,"Academic",48896,0,925058,1017037,0,0,1016,911,"Cluster","Xeon E5-2670 8C 2.6GHz","Intel SandyBridge",2600,"Linux","Linux","None",8,"Intel Xeon E5 (SandyBridge)","iDataPlex DX360M4","IBM iDataPlex","Infiniband","Infiniband FDR","Southern Europe","Europe"
"65",2014-06-01,48,-3.377,65,57,557033,370,1505.49,"Top500",2014,"Dell C8220X Cluster, Intel Xeon E5-2680v2 10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 7120P","SuperMIC",45866,"Louisiana State University","Dell","United States","Academic",39406,925072,1343824,0,"Cluster","Intel Xeon E5-2680v2 10C 2.8GHz","Intel IvyBridge",2800,"Redhat Enterprise Linux 6.4","Linux","Intel Xeon Phi 7120P",10,"Intel Xeon E5 (IvyBridge)","Dell C8220X Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","North America","Americas",NA,43,65,"SuperMIC","Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 7120P","Louisiana State University","Dell","United States",2014,"Academic",45866,39406,557033,925072,1343824,0,370,1505,"Cluster","Intel Xeon E5-2680v2  10C 2.8GHz","Intel IvyBridge",2800,"Redhat Enterprise Linux 6.4","Linux","Intel Xeon Phi 7120P",10,"Intel Xeon E5 (IvyBridge)","Dell C8220X Cluster","Dell PowerEdge Cluster","Infiniband","Infiniband FDR","North America","Americas"
